No;Group;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;Valid taxon name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon
131;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Apistobranchidae;Apistobranchus;;tullbergi;;Apistobranchus tullbergi;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Polyclinidae;Aplidium;;proliferum;;Aplidium proliferum;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Gastropoda;Animalia;Mollusca;Gastropoda;Anaspidea;Aplysiidae;Aplysia;;punctata;;Aplysia punctata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Apocorophium;;lacustre;;Apocorophium lacustre;X;X;;;;X;X;X;;;;;;;;;X;X;;X;X;X;;;;;X;X;X;X;;X
135;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Aporrhaidae;Aporrhais;;pespelecani;;Aporrhais pespelecani;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Tanaidacea;Animalia;Arthropoda;Malacostraca;Tanaidacea;Apseudidae;Apseudes;;spinosus;;Apseudes spinosus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Arachnidiidae;Arachnidium;;hippothooides;;Arachnidium hippothooides;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Tanaidacea;Animalia;Arthropoda;Malacostraca;Tanaidacea;Tanaellidae;Araphura;;brevimanus;;Araphura brevimanus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Arcteonais;;lomondi;;Arcteonais lomondi;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
140;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Arcticidae;Arctica;;islandica;;Arctica islandica;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;X;;X;;;;;;
141;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Arenicolidae;Arenicola;;marina;;Arenicola marina;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;X;;;;X;;
142;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Coreidae;Arenocoris;;fallenii;;Arenocoris fallenii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
143;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Argissidae;Argissa;;hamatipes;;Argissa hamatipes;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Arguloidea;Animalia;Arthropoda;Maxillopoda;Arguloidea;Argulidae;Argulus;;foliaceus;;Argulus foliaceus;;;X;;;X;;;;;;;X;X;;X;X;;X;X;X;;;;X;;X;X;X;X;;X
145;Arachnida;Animalia;Arthropoda;Arachnida;Araneae;Cybaeidae;Argyroneta;;aquatica;;Argyroneta aquatica;;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;;;;
146;Polychaeta;Animalia;Annelida;Polychaeta;Orbiniida;Paraonidae;Aricidea;Acmira;catherinae;;Aricidea (Acmira) catherinae;;;;;X;;;;;;;;;;;;;;;;;;;X;;;;;;;;
147;Polychaeta;Animalia;Annelida;Polychaeta;Orbiniida;Paraonidae;Aricidea;Acmira;cerrutii;;Aricidea (Acmira) cerrutii;X;X;X;X;X;X;X;X;X;;;;;;;;;X;;;X;;;X;;;;;;;;
148;Polychaeta;Animalia;Annelida;Polychaeta;Orbiniida;Paraonidae;Aricidea;;minuta;;Aricidea minuta;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;;X;;;;;;
149;Polychaeta;Animalia;Annelida;Polychaeta;Orbiniida;Paraonidae;Aricidea;;suecica;;Aricidea suecica;;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;;X;;;;;;
150;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Planorbidae;Armiger;;crista;;Armiger crista;;;;;;;;;;;;;;;;X;X;;X;;;;;;X;;;X;;;X;X
151;Gastropoda;Animalia;Mollusca;Gastropoda;Nudibranchia;Arminidae;Armina;;loveni;;Armina loveni;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Arrhis;;phyllonyx;;Arrhis phyllonyx;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Artacama;;proboscidea;;Artacama proboscidea;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;;conchilega;;Ascidia conchilega;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;;mentula;;Ascidia mentula;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;;obliqua;;Ascidia obliqua;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;;virginea;;Ascidia virginea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidiella;;aspersa;;Ascidiella aspersa;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Ascidiacea;Animalia;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidiella;;scabra;;Ascidiella scabra;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Asellidae;Asellus;Asellus;aquaticus;;Asellus (Asellus) aquaticus;;;;;;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;;X;;;X;;X;X;X;X;X;X
161;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Arcturidae;Astacilla;;dilatata;;Astacilla dilatata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Arcturidae;Astacilla;;intermedia;;Astacilla intermedia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Arcturidae;Astacilla;;longicornis;;Astacilla longicornis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Astartidae;Astarte;;borealis;;Astarte borealis;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;;X;X;X;X;;;;;;
165;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Astartidae;Astarte;;elliptica;;Astarte elliptica;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;;X;X;;X;;;;;;
166;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Astartidae;Astarte;;montagui;;Astarte montagui;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;X;;X;;;;;;
167;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Astartidae;Astarte;;sulcata;;Astarte sulcata;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Echinodermata;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Asterias;;rubens;;Asterias rubens;X;X;X;X;X;X;X;X;;;;;;;;;;;;;X;X;X;X;X;X;;;;;;
169;Echinodermata;Animalia;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Astropecten;;irregularis;;Astropecten irregularis;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Asychis;;biceps;;Asychis biceps;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Atelecyclidae;Atelecyclus;;rotundatus;;Atelecyclus rotundatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;Athanas;;nitescens;;Athanas nitescens;X;;;X;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;;
173;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Leptoceridae;Athripsodes;;cinereus;;Athripsodes cinereus;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;;X;;;;
174;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;Atlantopandalus;;propinqvus;;Atlantopandalus propinqvus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Atylidae;Atylus;;swammerdami;;Atylus swammerdami;;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Atylidae;Atylus;;vedlomensis;;Atylus vedlomensis;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Aulodrilus;;japonicus;;Aulodrilus japonicus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
178;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Aulodrilus;;limnobius;;Aulodrilus limnobius;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
179;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Aulodrilus;;pigueti;;Aulodrilus pigueti;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
180;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Aoridae;Autonoe;;longipes;;Autonoe longipes;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Porifera;Animalia;Porifera;Demospongiae;Halichondrida;Axinellidae;Axinella;;infundibuliformis;;Axinella infundibuliformis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Porifera;Animalia;Porifera;Demospongiae;Halichondrida;Axinellidae;Axinella;;rugosa;;Axinella rugosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;Baetis;;rhodani;;Baetis rhodani;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;
184;Cirripedia;Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;;balanus;;Balanus balanus;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Cirripedia;Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;;crenatus;;Balanus crenatus;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;;X;;;;;;
186;Cirripedia;Animalia;Arthropoda;Maxillopoda;Sessilia;Balanidae;Balanus;;improvisus;;Balanus improvisus;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
187;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Rhabdocoela;Karkinorhynchidae;Baltoplana;;magna;;Baltoplana magna;;;;;X;;;;;X;;;X;;;;X;;;;;;;;;;;;;;;
188;Entoprocta;Animalia;Entoprocta;;Coloniales;Barentsiidae;Barentsia;;gracilis;;Barentsia gracilis;X;;;;X;X;;;;;;;;;;;;;;;;;X;;;;;;;;;
189;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Pholadidae;Barnea;;candida;;Barnea candida;;;;X;X;X;X;;;;;;;;;;;;;;;;X;;X;X;;;;;;
190;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Bathymedon;;longimanus;;Bathymedon longimanus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Planorbidae;Bathyomphalus;;contortus;;Bathyomphalus contortus;;;;;;;;;;;;;;;X;X;X;;;;;;;;X;;X;X;;;X;X
192;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;elegans;;Bathyporeia elegans;X;X;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
193;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;gracilis;;Bathyporeia gracilis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;guilliamsoniana;;Bathyporeia guilliamsoniana;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;pelagica;;Bathyporeia pelagica;X;;X;;X;X;X;X;;;;;;;;;;;;;;;;X;;X;;;X;X;;
196;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;pilosa;;Bathyporeia pilosa;X;X;X;X;X;X;X;X;X;;X;;X;X;X;;X;X;X;;X;;X;X;X;X;;;X;X;X;
197;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;sarsi;;Bathyporeia sarsi;X;X;X;;X;X;X;;;;;;;;;;;;;;X;;X;X;;X;;;;;;
198;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Bathyporeia;;tenuipes;;Bathyporeia tenuipes;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Hirudinea;Animalia;Annelida;Clitellata;Rhynchobdellida;Glossiphoniidae;Batracobdelloides;;moogi;;Batracobdelloides moogi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
200;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Dendrocoelidae;Bdellocephala;;punctata;;Bdellocephala punctata;;;;;;;;;;;;;X;;;;X;;;;;;;;;;;;;;;
201;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Beaniidae;Beania;;mirabilis;;Beania mirabilis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Bela;;brachystoma;;Bela brachystoma;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Bela;;nebula;;Bela nebula;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Bela;;powisiana;;Bela powisiana;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Diptera;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;Bezzia;;hydrophila;;Bezzia hydrophila;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
206;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bicellariella;;ciliata;;Bicellariella ciliata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;Dytiscidae;Bidessus;;unistriatus;;Bidessus unistriatus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
208;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Bithyniidae;Bithynia;;leachii;;Bithynia leachii;;;;;;;;;;;;;;;;;X;;;X;;;;;X;;X;X;;;X;X
209;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Bithyniidae;Bithynia;;tentaculata;;Bithynia tentaculata;;;;;;;X;X;X;X;X;X;X;X;X;X;X;;X;X;;X;;;X;;X;X;X;X;X;X
210;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Bithyniidae;Bithynia;;troschelii;;Bithynia troschelii;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
211;Gastropoda;Animalia;Mollusca;Gastropoda;Sorbeoconcha;Cerithiidae;Bittium;;reticulatum;;Bittium reticulatum;X;X;X;X;X;X;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;
212;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Boccardia;;redeki;;Boccardia redeki;;;;;;;;;;;;;X;X;;;X;;;;;;;;;;;;;;;
213;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Boccardiella;;ligerica;;Boccardiella ligerica;;;;;;X;;;;;;;;;;;;;;;;;;;;;X;;;;;
214;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Bodotriidae;Bodotria;;scorpioides;;Bodotria scorpioides;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Muricidae;Boreotrophon;;truncatus;;Boreotrophon truncatus;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Gastropoda;Animalia;Mollusca;Gastropoda;Allogastropoda;Valvatidae;Borysthenia;;naticina;;Borysthenia naticina;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
217;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Otoplanidae;Bothriomolus;;balticus;;Bothriomolus balticus;;;;;X;;;X;;;X;;;;;;X;;;;;;;;;;;;;;;
218;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Bothrioneurum;;vejdovskyanum;;Bothrioneurum vejdovskyanum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
219;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Neorhabdocoela;Typhloplanidae;Bothromesostoma;;personatum;;Bothromesostoma personatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
220;Ascidiacea;Animalia;Chordata;Ascidiacea;;Styelidae;Botrylloides;;leachii;;Botrylloides leachii ;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Ascidiacea;Animalia;Chordata;Ascidiacea;;Styelidae;Botryllus;;schlosseri;;Botryllus schlosseri ;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;;britannica;;Bougainvillia britannica;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;;muscus;;Bougainvillia muscus;X;X;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
224;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Bowerbankia;;gracilis;;Bowerbankia gracilis;X;X;;X;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;
225;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Bowerbankia;;imbricata;;Bowerbankia imbricata;X;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;X;;;
226;Odonata;Animalia;Arthropoda;Insecta;Odonata;Aeshnidae;Brachytron;;pratense;;Brachytron pratense;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;
227;Polychaeta;Animalia;Annelida;Polychaeta;Flabelligerida;Flabelligeridae;Brada;;inhabilis;;Brada inhabilis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Polychaeta;Animalia;Annelida;Polychaeta;Flabelligerida;Flabelligeridae;Brada;;villosa;;Brada villosa;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Branchiomma;;bombyx;;Branchiomma bombyx;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Leptocardii;Animalia;Chordata;Leptocardii;;Branchiostomidae;Branchiostoma;;lanceolatum;;Branchiostoma lanceolatum;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Branchiura;;sowerbyi;;Branchiura sowerbyi;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
232;Echinodermata;Animalia;Echinodermata;Echinoidea;Spatangoida;Brissidae;Brissopsis;;lyrifera;;Brissopsis lyrifera;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Buccinidae;Buccinum;;undatum;;Buccinum undatum;X;X;X;X;X;X;X;;;;;;;;;;;;;;X;;X;X;;;;;;;;
234;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugula;;plumosa;;Bugula plumosa;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugula;;purpurotincta;;Bugula purporotincta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Victorellidae;Bulbella;;abscondita;;Bulbella abscondita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;
237;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Ctenostomatida;Celleporidae;Buskea;;nitida;;Buskea nitida;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Byblis;;abyssi;;Byblis abyssi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Byblis;;gaimardii;;Byblis gaimardii;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Bylgides;;sarsi;;Bylgides sarsi;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;X;;;;X;;
241;Gastropoda;Animalia;Mollusca;Gastropoda;Nudibranchia;Chromodorididae;Cadlina;;laevis;;Cadlina laevis;;;;;X;X;;;;;;;;;;;;;;;;;X;X;;;;;;;;
242;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;;horaria;;Caenis horaria;;;;;;;;;;;;;X;X;X;X;X;;;;;;;;;;;X;;;;X
243;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;;lactea;;Caenis lactea;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;X;;;;
244;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;;macrura;;Caenis macrura;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
245;Ephemeroptera;Animalia;Arthropoda;Insecta;Ephemeroptera;Caenidae;Caenis;;robusta;;Caenis robusta;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
246;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Callianassidae;Callianassa;;subterranea;;Callianassa subterranea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Callicorixa;;praeusta;;Callicorixa praeusta;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
248;Gastropoda;Animalia;Mollusca;Gastropoda;Sacoglossa;Stiligeridae;Calliopaea;;bellula;;Calliopaea bellula;;;;;X;X;X;X;;;;;;;;;;;;;X;X;;X;;;;;X;X;X;
249;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Calliopius;;laeviusculus;;Calliopius laeviusculus;X;X;;X;X;X;X;X;X;X;X;;X;;;;X;;X;X;X;X;X;X;X;X;;;X;X;X;
250;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Calliopius;;rathkii;;Calliopius rathkii;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Pycnogonida;Animalia;Arthropoda;Pycnogonida;Pantopoda;Callipallenidae;Callipallene;;brevirostris;;Callipallene brevirostris;;;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;
252;Polyplacophora;Animalia;Mollusca;Polyplacophora;Chitonida;Callochitonidae;Callochiton;;septemvalvis;;Callochiton septemvalvis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Callopora;;craticula;;Callopora craticula;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Callopora;;dumerilii;;Callopora dumerilii;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Calloporidae;Callopora;;lineata;;Callopora lineata;X;X;;X;X;X;X;X;;;;;;;;;;;;;X;;;X;;X;;;;;;
256;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Calocarididae;Calocaris;;macandreae;;Calocaris macandreae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulinidae;Calycella;;syringa;;Calycella syringa;;X;;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;
258;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Nannastacidae;Campylaspis;;costata;;Campylaspis costata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Nannastacidae;Campylaspis;;glabra;;Campylaspis glabra;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Nannastacidae;Campylaspis;;rubicunda;;Campylaspis rubicunda;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Decapoda;Animalia;Arthropoda;Malacostraca;Decapoda;Cancridae;Cancer;;pagurus;;Cancer pagurus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Capitellidae;Capitella;;capitata;;Capitella capitata;X;X;X;X;X;X;X;X;X;;;;;;;;;;;X;X;;X;X;;X;;;X;X;;
263;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Capitellidae;Capitellides;;giardi;;Capitellides giardi;;;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
